,OriginalQuestion,TypoQuestion,TargetWord,TypoWord,EditDistance,TargetStartIndex,TargetEndIndex,p,LogProbWord,Question,StartIndex,EndIndex,AnswerChoices,CorrectAnswer,Answer,Correct,Valid,Correct or Invalid,Original Correct,Any Typo Incorrect,Typo Change
1155,Where would a ticket help you to get to a different country?,Where would a ticket help you to get to a different country?,ticket,ticket,0,14,20,0,0.002473194,Where would a ticket help you to get to a different country?,14,20,"['A) train station', 'B) baseball stadium', 'C) lottery', 'D) movie', 'E) bus']",A) train station,A) train station,TRUE,TRUE,1,1,0,0
1156,Where would a ticket help you to get to a different country?,Where would a kicket help you to get to a different country?,ticket,kicket,1,14,20,0.1,0.002473194,Where would a ticket help you to get to a different country?,14,20,"['A) train station', 'B) baseball stadium', 'C) lottery', 'D) movie', 'E) bus']",A) train station,A) train station,TRUE,TRUE,1,,,
1157,Where would a ticket help you to get to a different country?,Where would a ickei help you to get to a different country?,ticket,ickei,2,14,19,0.2,0.002473194,Where would a ticket help you to get to a different country?,14,20,"['A) train station', 'B) baseball stadium', 'C) lottery', 'D) movie', 'E) bus']",A) train station,A) train station,TRUE,TRUE,1,,,
1158,Where would a ticket help you to get to a different country?,Where would a iee help you to get to a different country?,ticket,iee,4,14,17,0.4,0.002473194,Where would a ticket help you to get to a different country?,14,20,"['A) train station', 'B) baseball stadium', 'C) lottery', 'D) movie', 'E) bus']",A) train station,A) train station,TRUE,TRUE,1,,,
1159,Where would a ticket help you to get to a different country?,Where would a tickcctt help you to get to a different country?,ticket,tickcctt,3,14,22,0.8,0.002473194,Where would a ticket help you to get to a different country?,14,20,"['A) train station', 'B) baseball stadium', 'C) lottery', 'D) movie', 'E) bus']",A) train station,A) train station,TRUE,TRUE,1,,,
1160,What happens when someone is playing too aggressively?,What happens when someone is playing too aggressively?,playing,playing,0,29,36,0,0.004514082,What happens when someone is playing too aggressively?,29,36,"['A) get hungry', 'B) laughter', 'C) injury', 'D) having fun', 'E) feeling happy']",C) injury,C) injury,TRUE,TRUE,1,1,0,0
1161,What happens when someone is playing too aggressively?,What happens when someone is paying too aggressively?,playing,paying,1,29,35,0.1,0.004514082,What happens when someone is playing too aggressively?,29,36,"['A) get hungry', 'B) laughter', 'C) injury', 'D) having fun', 'E) feeling happy']",C) injury,C) injury,TRUE,TRUE,1,,,
1162,What happens when someone is playing too aggressively?,What happens when someone is playing too aggressively?,playing,playing,0,29,36,0.2,0.004514082,What happens when someone is playing too aggressively?,29,36,"['A) get hungry', 'B) laughter', 'C) injury', 'D) having fun', 'E) feeling happy']",C) injury,C) injury,TRUE,TRUE,1,,,
1163,What happens when someone is playing too aggressively?,What happens when someone is pllin too aggressively?,playing,pllin,3,29,34,0.4,0.004514082,What happens when someone is playing too aggressively?,29,36,"['A) get hungry', 'B) laughter', 'C) injury', 'D) having fun', 'E) feeling happy']",C) injury,C) injury,TRUE,TRUE,1,,,
1164,What happens when someone is playing too aggressively?,What happens when someone is iyaunl too aggressively?,playing,iyaunl,5,29,35,0.8,0.004514082,What happens when someone is playing too aggressively?,29,36,"['A) get hungry', 'B) laughter', 'C) injury', 'D) having fun', 'E) feeling happy']",C) injury,C) injury,TRUE,TRUE,1,,,
1165,What are students trying to do?,What are students trying to do?,students,students,0,9,17,0,1.58E-06,What are students trying to do?,9,17,"['A) study philosophy', 'B) become adult', 'C) ask questions', 'D) further education', 'E) study together']",D) further education,D) further education,TRUE,TRUE,1,1,1,1
1166,What are students trying to do?,What are students trying to do?,students,students,0,9,17,0.1,1.58E-06,What are students trying to do?,9,17,"['A) study philosophy', 'B) become adult', 'C) ask questions', 'D) further education', 'E) study together']",D) further education,D) further education,TRUE,TRUE,1,,,
1167,What are students trying to do?,What are sudeents trying to do?,students,sudeents,2,9,17,0.2,1.58E-06,What are students trying to do?,9,17,"['A) study philosophy', 'B) become adult', 'C) ask questions', 'D) further education', 'E) study together']",D) further education,D) further education,TRUE,TRUE,1,,,
1168,What are students trying to do?,What are ssteenst trying to do?,students,ssteenst,5,9,17,0.4,1.58E-06,What are students trying to do?,9,17,"['A) study philosophy', 'B) become adult', 'C) ask questions', 'D) further education', 'E) study together']",D) further education,D) further education,TRUE,TRUE,1,,,
1169,What are students trying to do?,What are scxesa trying to do?,students,scxesa,6,9,15,0.8,1.58E-06,What are students trying to do?,9,17,"['A) study philosophy', 'B) become adult', 'C) ask questions', 'D) further education', 'E) study together']",D) further education,C) ask questions,FALSE,TRUE,0,,,
1170,"The detective had to analyse all the clues, every little thing at the scene he had to what?","The detective had to analyse all the clues, every little thing at the scene he had to what?",analyse,analyse,0,21,28,0,1.33E-07,"The detective had to analyse all the clues, every little thing at the scene he had to what?",21,28,"['A) look at', 'B) write down', 'C) learn new', 'D) think about', 'E) discovery of new']",A) look at,A) look at,TRUE,TRUE,1,1,1,1
1171,"The detective had to analyse all the clues, every little thing at the scene he had to what?","The detective had to anzlyse all the clues, every little thing at the scene he had to what?",analyse,anzlyse,1,21,28,0.1,1.33E-07,"The detective had to analyse all the clues, every little thing at the scene he had to what?",21,28,"['A) look at', 'B) write down', 'C) learn new', 'D) think about', 'E) discovery of new']",A) look at,D) think about,FALSE,TRUE,0,,,
1172,"The detective had to analyse all the clues, every little thing at the scene he had to what?","The detective had to analywe all the clues, every little thing at the scene he had to what?",analyse,analywe,1,21,28,0.2,1.33E-07,"The detective had to analyse all the clues, every little thing at the scene he had to what?",21,28,"['A) look at', 'B) write down', 'C) learn new', 'D) think about', 'E) discovery of new']",A) look at,D) think about,FALSE,TRUE,0,,,
1173,"The detective had to analyse all the clues, every little thing at the scene he had to what?","The detective had to anflys all the clues, every little thing at the scene he had to what?",analyse,anflys,2,21,27,0.4,1.33E-07,"The detective had to analyse all the clues, every little thing at the scene he had to what?",21,28,"['A) look at', 'B) write down', 'C) learn new', 'D) think about', 'E) discovery of new']",A) look at,A) look at,TRUE,TRUE,1,,,
1174,"The detective had to analyse all the clues, every little thing at the scene he had to what?","The detective had to nalgy all the clues, every little thing at the scene he had to what?",analyse,nalgy,4,21,26,0.8,1.33E-07,"The detective had to analyse all the clues, every little thing at the scene he had to what?",21,28,"['A) look at', 'B) write down', 'C) learn new', 'D) think about', 'E) discovery of new']",A) look at,A) look at,TRUE,TRUE,1,,,
1175,A person with brown skin may share that skin with whom?,A person with brown skin may share that skin with whom?,skin,skin,0,20,24,0,0.813676715,A person with brown skin may share that skin with whom?,20,24,"['A) finger', 'B) good health', 'C) own family', 'D) friends', 'E) people']",C) own family,E) people,FALSE,TRUE,0,0,1,0
1176,A person with brown skin may share that skin with whom?,A person with brown skin may share that skin with whom?,skin,skin,0,20,24,0.1,0.813676715,A person with brown skin may share that skin with whom?,20,24,"['A) finger', 'B) good health', 'C) own family', 'D) friends', 'E) people']",C) own family,E) people,FALSE,TRUE,0,,,
1177,A person with brown skin may share that skin with whom?,A person with brown skii may share that skin with whom?,skin,skii,1,20,24,0.2,0.813676715,A person with brown skin may share that skin with whom?,20,24,"['A) finger', 'B) good health', 'C) own family', 'D) friends', 'E) people']",C) own family,E) people,FALSE,TRUE,0,,,
1178,A person with brown skin may share that skin with whom?,A person with brown skin may share that skin with whom?,skin,skin,0,20,24,0.4,0.813676715,A person with brown skin may share that skin with whom?,20,24,"['A) finger', 'B) good health', 'C) own family', 'D) friends', 'E) people']",C) own family,E) people,FALSE,TRUE,0,,,
1179,A person with brown skin may share that skin with whom?,A person with brown sitp may share that skin with whom?,skin,sitp,3,20,24,0.8,0.813676715,A person with brown skin may share that skin with whom?,20,24,"['A) finger', 'B) good health', 'C) own family', 'D) friends', 'E) people']",C) own family,E) people,FALSE,TRUE,0,,,
1180,"If I screw a chain ring onto something, what am I fixing?","If I screw a chain ring onto something, what am I fixing?",screw,screw,0,5,10,0,0.002850661,"If I screw a chain ring onto something, what am I fixing?",5,10,"['A) necklace', 'B) wall outlet fixture', 'C) tool box', 'D) computer', 'E) motorcycle']",E) motorcycle,E) motorcycle,TRUE,TRUE,1,1,0,0
1181,"If I screw a chain ring onto something, what am I fixing?","If I sccrjw a chain ring onto something, what am I fixing?",screw,sccrjw,2,5,11,0.1,0.002850661,"If I screw a chain ring onto something, what am I fixing?",5,10,"['A) necklace', 'B) wall outlet fixture', 'C) tool box', 'D) computer', 'E) motorcycle']",E) motorcycle,E) motorcycle,TRUE,TRUE,1,,,
1182,"If I screw a chain ring onto something, what am I fixing?","If I screw a chain ring onto something, what am I fixing?",screw,screw,0,5,10,0.2,0.002850661,"If I screw a chain ring onto something, what am I fixing?",5,10,"['A) necklace', 'B) wall outlet fixture', 'C) tool box', 'D) computer', 'E) motorcycle']",E) motorcycle,E) motorcycle,TRUE,TRUE,1,,,
1183,"If I screw a chain ring onto something, what am I fixing?","If I swc a chain ring onto something, what am I fixing?",screw,swc,4,5,8,0.4,0.002850661,"If I screw a chain ring onto something, what am I fixing?",5,10,"['A) necklace', 'B) wall outlet fixture', 'C) tool box', 'D) computer', 'E) motorcycle']",E) motorcycle,E) motorcycle,TRUE,TRUE,1,,,
1184,"If I screw a chain ring onto something, what am I fixing?","If I hrw a chain ring onto something, what am I fixing?",screw,hrw,3,5,8,0.8,0.002850661,"If I screw a chain ring onto something, what am I fixing?",5,10,"['A) necklace', 'B) wall outlet fixture', 'C) tool box', 'D) computer', 'E) motorcycle']",E) motorcycle,E) motorcycle,TRUE,TRUE,1,,,
1185,Where would you put a dictionary while you're using it?,Where would you put a dictionary while you're using it?,dictionary,dictionary,0,22,32,0,0.000923351,Where would you put a dictionary while you're using it?,22,32,"['A) library', 'B) study area', 'C) table', 'D) classroom', 'E) shelf']",C) table,C) table,TRUE,TRUE,1,1,0,0
1186,Where would you put a dictionary while you're using it?,Where would you put a dictinary while you're using it?,dictionary,dictinary,1,22,31,0.1,0.000923351,Where would you put a dictionary while you're using it?,22,32,"['A) library', 'B) study area', 'C) table', 'D) classroom', 'E) shelf']",C) table,C) table,TRUE,TRUE,1,,,
1187,Where would you put a dictionary while you're using it?,Where would you put a dictionayr while you're using it?,dictionary,dictionayr,2,22,32,0.2,0.000923351,Where would you put a dictionary while you're using it?,22,32,"['A) library', 'B) study area', 'C) table', 'D) classroom', 'E) shelf']",C) table,C) table,TRUE,TRUE,1,,,
1188,Where would you put a dictionary while you're using it?,Where would you put a dcitonery while you're using it?,dictionary,dcitonery,4,22,31,0.4,0.000923351,Where would you put a dictionary while you're using it?,22,32,"['A) library', 'B) study area', 'C) table', 'D) classroom', 'E) shelf']",C) table,C) table,TRUE,TRUE,1,,,
1189,Where would you put a dictionary while you're using it?,Where would you put a iarr while you're using it?,dictionary,iarr,7,22,26,0.8,0.000923351,Where would you put a dictionary while you're using it?,22,32,"['A) library', 'B) study area', 'C) table', 'D) classroom', 'E) shelf']",C) table,C) table,TRUE,TRUE,1,,,
